"CLOUD_COVER";"GEOMETRIC_RMSE_MODEL";"GEOMETRIC_RMSE_MODEL_X";"GEOMETRIC_RMSE_MODEL_Y";"index";"SATELLITE";"SOLAR_AZIMUTH_ANGLE";"SOLAR_ZENITH_ANGLE";"WRS_PATH";"WRS_ROW";"year";"Date";"index_type"
0;4,21;2,985;2,969;0,782276057164406;"LANDSAT_7";45,404427;37,017891;223;66;2016;2016-05-08;"NDVI TEI 567027-C"
0;5,491;3,183;4,474;0,748897260012666;"LANDSAT_7";41,314541;39,590179;223;66;2016;2016-05-24;"NDVI TEI 567027-C"
0;4,573;3,095;3,367;0,743196386187647;"LANDSAT_7";40,16375;42,278187;223;66;2016;2016-06-25;"NDVI TEI 567027-C"
0;5,141;3,353;3,897;0,721253668471761;"LANDSAT_7";42,287746;41,767273;223;66;2016;2016-07-11;"NDVI TEI 567027-C"
0;5,529;4,018;3,798;0,672745155433387;"LANDSAT_7";45,833302;39,900608;223;66;2016;2016-07-27;"NDVI TEI 567027-C"
0;4,353;3,095;3,061;0,565539743570473;"LANDSAT_7";50,786793;36,871712;223;66;2016;2016-08-12;"NDVI TEI 567027-C"
9;5,302;3,216;4,215;0,519969687607784;"LANDSAT_7";66,282356;29,02457;223;66;2016;2016-09-13;"NDVI TEI 567027-C"
11;4,99;3,073;3,931;0,711744038421276;"LANDSAT_7";92,129837;23,635895;223;66;2016;2016-10-15;"NDVI TEI 567027-C"
12;5,208;4,058;3,265;0,780186750753626;"LANDSAT_7";106,076103;23,617943;223;66;2016;2016-10-31;"NDVI TEI 567027-C"
2;5;3,258;3,793;0,783769367245451;"LANDSAT_7";60,215057;32,360672;223;66;2017;2017-04-09;"NDVI TEI 567027-C"
2;4,375;2,996;3,188;0,737366138847316;"LANDSAT_7";40,870018;39,976669;223;66;2017;2017-05-27;"NDVI TEI 567027-C"
1;4,723;3,118;3,547;0,714398966477763;"LANDSAT_7";39,662788;41,706337;223;66;2017;2017-06-12;"NDVI TEI 567027-C"
10;5,301;3,761;3,735;0,507074113342289;"LANDSAT_7";40,432499;42,29612;223;66;2017;2017-06-28;"NDVI TEI 567027-C"
0;4,648;3,08;3,481;0,65931497736024;"LANDSAT_7";42,813873;41,545361;223;66;2017;2017-07-14;"NDVI TEI 567027-C"
0;4,744;3,416;3,292;0,612763313943452;"LANDSAT_7";46,610176;39,473351;223;66;2017;2017-07-30;"NDVI TEI 567027-C"
0;3,961;2,602;2,986;0,553445138715704;"LANDSAT_7";51,819199;36,273945;223;66;2017;2017-08-15;"NDVI TEI 567027-C"
0;4,367;3,281;2,882;0,360842190960098;"LANDSAT_7";58,787861;32,373966;223;66;2017;2017-08-31;"NDVI TEI 567027-C"
4;3,944;2,989;2,573;0,355097232504424;"LANDSAT_7";68,121475;28,398464;223;66;2017;2017-09-16;"NDVI TEI 567027-C"
4;4,393;3,094;3,118;0,393770862116829;"LANDSAT_7";94,652573;23,539932;223;66;2017;2017-10-18;"NDVI TEI 567027-C"
5;4,366;2,967;3,203;0,676695703199428;"LANDSAT_7";122,444389;27,906834;223;66;2017;2017-12-05;"NDVI TEI 567027-C"
0;4,906;3,141;3,769;0,790033999139611;"LANDSAT_7";50,085106;35,559292;223;66;2018;2018-04-28;"NDVI TEI 567027-C"
3;4,908;3,513;3,428;0,768436576767016;"LANDSAT_7";44,247993;38,317039;223;66;2018;2018-05-14;"NDVI TEI 567027-C"
2;4,431;3,51;2,704;0,758751336406106;"LANDSAT_7";41,136505;40,742908;223;66;2018;2018-05-30;"NDVI TEI 567027-C"
1;4,83;3,116;3,69;0,73904385481707;"LANDSAT_7";40,356297;42,344131;223;66;2018;2018-06-15;"NDVI TEI 567027-C"
0;4,944;3,69;3,29;0,700057264668306;"LANDSAT_7";41,484299;42,773014;223;66;2018;2018-07-01;"NDVI TEI 567027-C"
0;4,983;3,75;3,281;0,664897877315161;"LANDSAT_7";44,193771;41,868416;223;66;2018;2018-07-17;"NDVI TEI 567027-C"
4;4,886;3,754;3,127;0,608346658201404;"LANDSAT_7";48,296349;39,67651;223;66;2018;2018-08-02;"NDVI TEI 567027-C"
10;4,302;3,189;2,887;0,571254351759396;"LANDSAT_7";53,858013;36,445301;223;66;2018;2018-08-18;"NDVI TEI 567027-C"
1;4,786;3,287;3,479;0,512685265246896;"LANDSAT_7";61,208881;32,615734;223;66;2018;2018-09-03;"NDVI TEI 567027-C"
10;4,526;3,081;3,316;0,778403547635463;"LANDSAT_7";109,340309;25,376053;223;66;2018;2018-11-06;"NDVI TEI 567027-C"
10;4,24;2,832;3,155;0,819133338728916;"LANDSAT_7";117,728592;32,80909;223;66;2019;2019-01-09;"NDVI TEI 567027-C"
0;5,485;4,465;3,186;0,746871358666827;"LANDSAT_7";43,236774;42,723469;223;66;2019;2019-06-02;"NDVI TEI 567027-C"
7;6,181;3,44;5,135;0,708637689469721;"LANDSAT_7";44,237213;44,488091;223;66;2019;2019-07-04;"NDVI TEI 567027-C"
0;6,083;3,176;5,188;0,674323641016739;"LANDSAT_7";47,2323;43,50531;223;66;2019;2019-07-20;"NDVI TEI 567027-C"
0;5,092;4,14;2,964;0,553786437545375;"LANDSAT_7";57,501404;38,171219;223;66;2019;2019-08-21;"NDVI TEI 567027-C"
7;4,564;3,394;3,052;0,760981667866383;"LANDSAT_7";98,760185;27,866985;223;66;2019;2019-10-24;"NDVI TEI 567027-C"
1;6,55;3,556;5,501;0,723142989135019;"LANDSAT_7";46,663895;47,453388;223;66;2020;2020-06-20;"NDVI TEI 567027-C"
3;5,195;3,415;3,915;0,679044236357766;"LANDSAT_7";48,345211;47,697136;223;66;2020;2020-07-06;"NDVI TEI 567027-C"
0;4,705;3,218;3,433;0,660801062807776;"LANDSAT_7";51,587887;46,739925;223;66;2020;2020-07-22;"NDVI TEI 567027-C"
0;8,614;3,598;7,827;0,633166708989078;"LANDSAT_7";56,225769;44,65659;223;66;2020;2020-08-07;"NDVI TEI 567027-C"
7;4,499;3,156;3,206;0,541869066588247;"LANDSAT_7";62,259922;41,746235;223;66;2020;2020-08-23;"NDVI TEI 567027-C"
0;5,204;4,068;3,246;0,477559521642267;"LANDSAT_7";69,822777;38,480469;223;66;2020;2020-09-08;"NDVI TEI 567027-C"
7;5,35;3,475;4,068;0,717580171194042;"LANDSAT_7";108,788635;33,891064;223;66;2020;2020-11-11;"NDVI TEI 567027-C"
5;4,479;3,32;3,006;0,757085395640215;"LANDSAT_7";116,810509;38,078838;223;66;2020;2020-12-13;"NDVI TEI 567027-C"
3;5,557;2,975;4,693;0,782161428977622;"LANDSAT_7";115,90873;40,071827;223;66;2020;2020-12-29;"NDVI TEI 567027-C"
0;8,416;4,943;6,812;0,736696780671446;"LANDSAT_5";48,289597;45,565605;223;66;1985;1985-05-27;"NDVI TEI 567027-C"
0;5,782;3,221;4,802;0,67294300873623;"LANDSAT_5";49,693989;47,423985;223;66;1985;1985-07-14;"NDVI TEI 567027-C"
4;7,323;4,424;5,836;0,764578315039868;"LANDSAT_5";94,922768;39,369556;223;66;1986;1986-02-23;"NDVI TEI 567027-C"
0;6,05;5,011;3,39;0,693841224635101;"LANDSAT_5";48,059864;48,57365;223;66;1986;1986-06-15;"NDVI TEI 567027-C"
4;5,034;3,372;3,738;0,638146980466643;"LANDSAT_5";48,967884;49,174694;223;66;1986;1986-07-01;"NDVI TEI 567027-C"
0;4,733;3,234;3,456;0,561192437145597;"LANDSAT_5";51,551743;48,618073;223;66;1986;1986-07-17;"NDVI TEI 567027-C"
4;6,21;4,894;3,823;0,75302922974412;"LANDSAT_5";105,688622;34,369297;223;66;1986;1986-11-06;"NDVI TEI 567027-C"
0;5,383;4,135;3,446;0,651900357682934;"LANDSAT_5";48,927551;48,78706;223;66;1987;1987-07-04;"NDVI TEI 567027-C"
0;5,544;3,696;4,132;0,608761625948736;"LANDSAT_5";51,606968;47,831028;223;66;1987;1987-07-20;"NDVI TEI 567027-C"
10;5,686;3,719;4,301;0,475651487233482;"LANDSAT_5";68,268593;39,097115;223;66;1987;1987-09-06;"NDVI TEI 567027-C"
5;5,364;3,917;3,665;0,714057803877993;"LANDSAT_5";49,78051;44,536587;223;66;1988;1988-05-19;"NDVI TEI 567027-C"
4;4,393;3,114;3,098;0,683192800655131;"LANDSAT_5";48,290813;47,689491;223;66;1988;1988-07-06;"NDVI TEI 567027-C"
2;4,774;3,476;3,272;0,653019066518156;"LANDSAT_5";51,320393;46,553017;223;66;1988;1988-07-22;"NDVI TEI 567027-C"
11;4,927;3,675;3,282;0,491083283146216;"LANDSAT_5";69,081749;37,564667;223;66;1988;1988-09-08;"NDVI TEI 567027-C"
8;4,744;3,468;3,237;0,103974121996303;"LANDSAT_5";78,304985;34,294182;223;66;1988;1988-09-24;"NDVI TEI 567027-C"
4;5,59;3,3;4,512;0,721825352497563;"LANDSAT_5";100,057793;31,210197;223;66;1988;1988-10-26;"NDVI TEI 567027-C"
4;6,717;5,052;4,426;0,754820524102645;"LANDSAT_5";54,017883;43,024433;223;66;1989;1989-05-06;"NDVI TEI 567027-C"
9;5,857;3,447;4,735;0,737992066776084;"LANDSAT_5";49,588295;45,279083;223;66;1989;1989-05-22;"NDVI TEI 567027-C"
1;8,813;6,989;5,369;0,702808024004052;"LANDSAT_5";47,491867;48,217224;223;66;1989;1989-06-23;"NDVI TEI 567027-C"
0;4,493;2,84;3,482;0,647372470974291;"LANDSAT_5";57,358749;44,587753;223;66;1989;1989-08-10;"NDVI TEI 567027-C"
0;5,3;3,694;3,801;0,723913043478261;"LANDSAT_5";50,607853;47,19125;223;66;1990;1990-05-25;"NDVI TEI 567027-C"
0;5,306;3,34;4,123;0,706414227885171;"LANDSAT_5";48,815273;48,856907;223;66;1990;1990-06-10;"NDVI TEI 567027-C"
0;5,594;3,647;4,242;0,692824848866708;"LANDSAT_5";49,062248;49,697689;223;66;1990;1990-06-26;"NDVI TEI 567027-C"
3;5,941;3,679;4,665;0,731206430067957;"LANDSAT_5";53,421223;45,050411;223;66;1991;1991-05-12;"NDVI TEI 567027-C"
0;4,942;3,372;3,613;0,73939037345147;"LANDSAT_5";49,717361;47,070957;223;66;1991;1991-05-28;"NDVI TEI 567027-C"
0;5,619;3,581;4,33;0,716027249910362;"LANDSAT_5";48,255672;48,593647;223;66;1991;1991-06-13;"NDVI TEI 567027-C"
1;4,898;3,62;3,3;0,678841654740245;"LANDSAT_5";48,796635;49,202248;223;66;1991;1991-06-29;"NDVI TEI 567027-C"
0;4,669;3,38;3,221;0,503137437677158;"LANDSAT_5";59,850552;44,260937;223;66;1991;1991-08-16;"NDVI TEI 567027-C"
14;5,919;4,805;3,456;0,604059477438923;"LANDSAT_5";94,871841;33,045757;223;66;1991;1991-10-19;"NDVI TEI 567027-C"
10;5,234;3,654;3,748;0,640972710515374;"LANDSAT_5";65,704018;41,208729;223;66;1992;1992-04-12;"NDVI TEI 567027-C"
7;4,481;3,201;3,136;0,611222747405524;"LANDSAT_5";51,62661;48,524349;223;66;1992;1992-07-17;"NDVI TEI 567027-C"
0;4,84;3,723;3,092;0,584291187739464;"LANDSAT_5";55,652962;46,708897;223;66;1992;1992-08-02;"NDVI TEI 567027-C"
0;4,494;3,24;3,114;0,475807347061425;"LANDSAT_5";61,043087;43,933655;223;66;1992;1992-08-18;"NDVI TEI 567027-C"
8;5,678;4,692;3,198;0,687321073991007;"LANDSAT_5";86,175369;34,802353;223;66;1992;1992-10-05;"NDVI TEI 567027-C"
2;5,226;3,851;3,533;0,686215248576257;"LANDSAT_5";48,276367;48,9804;223;66;1993;1993-06-18;"NDVI TEI 567027-C"
0;4,806;3,373;3,424;0,62336044093233;"LANDSAT_5";52,262333;48,364506;223;66;1993;1993-07-20;"NDVI TEI 567027-C"
8;4,449;3,273;3,013;0,587104874895832;"LANDSAT_5";56,489708;46,317944;223;66;1993;1993-08-05;"NDVI TEI 567027-C"
6;4,492;3,303;3,044;0,745500903941436;"LANDSAT_5";98,424393;33,28447;223;66;1993;1993-10-24;"NDVI TEI 567027-C"
4;6,921;5,224;4,54;0,747053501521928;"LANDSAT_5";63,407284;42,584736;223;66;1994;1994-04-18;"NDVI TEI 567027-C"
0;5,56;3,303;4,472;0,737050884721809;"LANDSAT_5";56,474861;44,537674;223;66;1994;1994-05-04;"NDVI TEI 567027-C"
0;5,374;3,574;4,013;0,672815256176699;"LANDSAT_5";51,761574;46,712482;223;66;1994;1994-05-20;"NDVI TEI 567027-C"
4;4,334;3,039;3,09;0,579013546900929;"LANDSAT_5";58,161819;46,900772;223;66;1994;1994-08-08;"NDVI TEI 567027-C"
1;4,679;3,374;3,242;0,688495575221239;"LANDSAT_5";53,072517;52,440907;223;66;1995;1995-07-10;"NDVI TEI 567027-C"
0;4,464;3,114;3,198;0,666904932094354;"LANDSAT_5";56,419102;51,431904;223;66;1995;1995-07-26;"NDVI TEI 567027-C"
0;4,513;3,088;3,291;0,628111190265643;"LANDSAT_5";61,125084;49,403976;223;66;1995;1995-08-11;"NDVI TEI 567027-C"
9;5,118;3,608;3,63;0,746819462660733;"LANDSAT_5";52,041077;48,916798;223;66;1996;1996-05-25;"NDVI TEI 567027-C"
0;4,754;3,202;3,514;0,764515399550407;"LANDSAT_5";50,131897;50,337658;223;66;1996;1996-06-10;"NDVI TEI 567027-C"
0;4,3;2,851;3,219;0,725897997808721;"LANDSAT_5";50,245396;50,976871;223;66;1996;1996-06-26;"NDVI TEI 567027-C"
1;4,333;2,995;3,131;0,664511485343735;"LANDSAT_5";55,481468;48,917015;223;66;1996;1996-07-28;"NDVI TEI 567027-C"
0;4,066;2,749;2,996;0,415162454873646;"LANDSAT_5";66,372169;42,875877;223;66;1996;1996-08-29;"NDVI TEI 567027-C"
1;4,378;3,055;3,136;0,49720608872797;"LANDSAT_5";74,025444;39,318188;223;66;1996;1996-09-14;"NDVI TEI 567027-C"
0;4,803;3,256;3,531;0,725820133433833;"LANDSAT_5";48,37603;45,936943;223;66;1997;1997-05-28;"NDVI TEI 567027-C"
0;3,931;2,696;2,861;0,600427016387553;"LANDSAT_5";58,638367;42,415722;223;66;1997;1997-08-16;"NDVI TEI 567027-C"
0;4,835;3,388;3,45;0,805671246374902;"LANDSAT_5";105,780701;30,657639;223;66;1997;1997-11-04;"NDVI TEI 567027-C"
4;4,381;2,995;3,198;0,728160314110096;"LANDSAT_5";46,204147;44,665886;223;66;1998;1998-05-31;"NDVI TEI 567027-C"
0;4,341;2,981;3,156;0,745720713224;"LANDSAT_5";45,257702;46,071445;223;66;1998;1998-06-16;"NDVI TEI 567027-C"
1;4,235;2,795;3,182;0,695122735470378;"LANDSAT_5";46,258034;46,424049;223;66;1998;1998-07-02;"NDVI TEI 567027-C"
1;4,09;2,768;3,011;0,66300766780777;"LANDSAT_5";48,872227;45,545948;223;66;1998;1998-07-18;"NDVI TEI 567027-C"
12;4,334;2,783;3,322;0,0790045904807925;"LANDSAT_5";65,50856;36,737396;223;66;1998;1998-09-04;"NDVI TEI 567027-C"
8;5,173;3,824;3,484;0,784203506564904;"LANDSAT_5";118,817772;33,312393;223;66;1998;1998-12-09;"NDVI TEI 567027-C"
4;4,504;3,17;3,2;0,765858234792401;"LANDSAT_5";101,935265;36,606499;223;66;1999;1999-02-11;"NDVI TEI 567027-C"
0;4,233;2,998;2,989;0,723949385390879;"LANDSAT_5";45,287506;46,206734;223;66;1999;1999-06-19;"NDVI TEI 567027-C"
0;4,007;2,777;2,889;0,703188348698489;"LANDSAT_5";46,651985;46,418888;223;66;1999;1999-07-05;"NDVI TEI 567027-C"
4;4,6;3,254;3,251;0,798285167647668;"LANDSAT_5";118,508331;34,513012;223;66;1999;1999-12-12;"NDVI TEI 567027-C"
1;4,362;2,953;3,21;0,800104583847401;"LANDSAT_5";108,264275;37,967899;223;66;2000;2000-01-29;"NDVI TEI 567027-C"
2;3,794;2,702;2,664;0,748574308531138;"LANDSAT_5";46,043392;45,570545;223;66;2000;2000-06-05;"NDVI TEI 567027-C"
0;3,374;2,338;2,433;0,697597042513863;"LANDSAT_5";47,300797;46,535393;223;66;2000;2000-07-07;"NDVI TEI 567027-C"
2;3,843;2,606;2,824;0,669442700582578;"LANDSAT_5";50,392361;45,205078;223;66;2000;2000-07-23;"NDVI TEI 567027-C"
3;2,535;1,679;1,899;0,655339097300315;"LANDSAT_5";54,895596;42,717548;223;66;2000;2000-08-08;"NDVI TEI 567027-C"
0;3,373;2,471;2,296;0,618685484843065;"LANDSAT_5";60,857231;39,366917;223;66;2000;2000-08-24;"NDVI TEI 567027-C"
11;3,857;2,673;2,78;0,688329565743938;"LANDSAT_5";89,499695;29,967396;223;66;2000;2000-10-11;"NDVI TEI 567027-C"
12;4,528;3,128;3,274;0,709731790215184;"LANDSAT_5";51,253597;40,912849;223;66;2001;2001-05-07;"NDVI TEI 567027-C"
1;4,144;2,946;2,915;0,696306427134805;"LANDSAT_5";47,034451;45,764938;223;66;2001;2001-07-10;"NDVI TEI 567027-C"
0;3,809;2,751;2,635;0,668970534739905;"LANDSAT_5";50,457787;44,255955;223;66;2001;2001-07-26;"NDVI TEI 567027-C"
10;3,864;2,837;2,623;0,516238494997469;"LANDSAT_5";55,285526;41,623611;223;66;2001;2001-08-11;"NDVI TEI 567027-C"
0;3,732;2,636;2,642;0,505612565097731;"LANDSAT_5";61,613403;38,215256;223;66;2001;2001-08-27;"NDVI TEI 567027-C"
1;3,934;2,563;2,985;0,690601030712538;"LANDSAT_5";48,798721;46,094597;223;66;2003;2003-07-16;"NDVI TEI 567027-C"
4;3,583;2,231;2,804;0,631594271949426;"LANDSAT_5";52,637302;44,152016;223;66;2003;2003-08-01;"NDVI TEI 567027-C"
8;3,907;2,683;2,84;0,697921408255612;"LANDSAT_5";83,929703;31,066154;223;66;2003;2003-10-04;"NDVI TEI 567027-C"
13;4,36;2,864;3,288;0,72961089256115;"LANDSAT_5";95,615784;29,550789;223;66;2003;2003-10-20;"NDVI TEI 567027-C"
6;4,459;3,119;3,186;0,719853310044563;"LANDSAT_5";45,447151;44,142796;223;66;2004;2004-05-31;"NDVI TEI 567027-C"
0;4,289;3,11;2,953;0,730131907683173;"LANDSAT_5";44,539848;45,486832;223;66;2004;2004-06-16;"NDVI TEI 567027-C"
6;4,419;2,975;3,268;0,708721030452325;"LANDSAT_5";45,555634;45,745888;223;66;2004;2004-07-02;"NDVI TEI 567027-C"
2;4,478;3,143;3,19;0,669437830181444;"LANDSAT_5";48,188145;44,743725;223;66;2004;2004-07-18;"NDVI TEI 567027-C"
11;4,395;3,009;3,204;0,613727690266634;"LANDSAT_5";57,740742;39,295643;223;66;2004;2004-08-19;"NDVI TEI 567027-C"
1;4,259;2,811;3,2;0,623861367645037;"LANDSAT_5";64,917648;35,530468;223;66;2004;2004-09-04;"NDVI TEI 567027-C"
4;4,341;2,965;3,17;0,618171405589998;"LANDSAT_5";74,146622;31,86729;223;66;2004;2004-09-20;"NDVI TEI 567027-C"
2;4,648;3,134;3,432;0,719555767459061;"LANDSAT_5";46,371761;41,25256;223;66;2005;2005-05-18;"NDVI TEI 567027-C"
6;4,226;3,201;2,759;0,735848270134897;"LANDSAT_5";43,722397;43,334721;223;66;2005;2005-06-03;"NDVI TEI 567027-C"
0;4,071;2,949;2,807;0,702298071272499;"LANDSAT_5";43,286114;44,584423;223;66;2005;2005-06-19;"NDVI TEI 567027-C"
2;4,292;3,09;2,979;0,678667772427921;"LANDSAT_5";44,702148;44,668221;223;66;2005;2005-07-05;"NDVI TEI 567027-C"
1;4,3;2,94;3,138;0,684415480911131;"LANDSAT_5";47,673775;43,457985;223;66;2005;2005-07-21;"NDVI TEI 567027-C"
0;4,107;2,785;3,019;0,666552315608919;"LANDSAT_5";52,064472;41,032875;223;66;2005;2005-08-06;"NDVI TEI 567027-C"
0;4,152;2,975;2,897;0,610541105955208;"LANDSAT_5";57,924858;37,682957;223;66;2005;2005-08-22;"NDVI TEI 567027-C"
0;4,525;3,122;3,276;0,629824341205689;"LANDSAT_5";87,35202;27,853672;223;66;2005;2005-10-09;"NDVI TEI 567027-C"
7;4,395;3,15;3,065;0,748883219975462;"LANDSAT_5";42,352177;42,782742;223;66;2006;2006-06-06;"NDVI TEI 567027-C"
4;4,444;2,982;3,295;0,729559748427673;"LANDSAT_5";42,261997;43,825893;223;66;2006;2006-06-22;"NDVI TEI 567027-C"
0;4,181;2,813;3,093;0,699220200519866;"LANDSAT_5";47,15303;42,138885;223;66;2006;2006-07-24;"NDVI TEI 567027-C"
0;4,218;2,816;3,141;0,663365950555628;"LANDSAT_5";51,750702;39,433296;223;66;2006;2006-08-09;"NDVI TEI 567027-C"
2;5,796;2,906;5,015;0,60064477453666;"LANDSAT_5";65,984482;31,92918;223;66;2006;2006-09-10;"NDVI TEI 567027-C"
1;4,411;2,831;3,383;0,728396443330805;"LANDSAT_5";89,280067;26,068741;223;66;2006;2006-10-12;"NDVI TEI 567027-C"
12;5,327;4,191;3,289;0,736977595714972;"LANDSAT_5";115,320862;33,173569;223;66;2007;2007-01-16;"NDVI TEI 567027-C"
6;5,196;3,265;4,042;0,748959067093595;"LANDSAT_5";47,820465;38,33725;223;66;2007;2007-05-08;"NDVI TEI 567027-C"
0;4,448;3,303;2,979;0,726816175005032;"LANDSAT_5";41,834599;42,783504;223;66;2007;2007-06-09;"NDVI TEI 567027-C"
0;4,617;3,253;3,277;0,721349537214217;"LANDSAT_5";42,164062;43,690849;223;66;2007;2007-06-25;"NDVI TEI 567027-C"
1;4,279;3,157;2,889;0,698290810975351;"LANDSAT_5";44,209892;43,330627;223;66;2007;2007-07-11;"NDVI TEI 567027-C"
0;4,511;3,24;3,139;0,614254249079719;"LANDSAT_5";47,722164;41,662724;223;66;2007;2007-07-27;"NDVI TEI 567027-C"
0;4,194;2,861;3,067;0,61347712947515;"LANDSAT_5";52,634178;38,837818;223;66;2007;2007-08-12;"NDVI TEI 567027-C"
4;4,529;2,997;3,396;0,298694232861806;"LANDSAT_5";59,146832;35,22261;223;66;2007;2007-08-28;"NDVI TEI 567027-C"
0;4,947;3,082;3,87;0,57674150037294;"LANDSAT_5";67,688713;31,383705;223;66;2007;2007-09-13;"NDVI TEI 567027-C"
1;4,811;3,173;3,616;0,639459220356905;"LANDSAT_5";78,663483;28,08242;223;66;2007;2007-09-29;"NDVI TEI 567027-C"
0;4,633;3,282;3,27;0,75121619935371;"LANDSAT_5";43,166302;44,056507;223;66;2008;2008-06-11;"NDVI TEI 567027-C"
0;4,432;3,233;3,032;0,723477302800562;"LANDSAT_5";43,849117;44,818039;223;66;2008;2008-06-27;"NDVI TEI 567027-C"
0;4,703;3,28;3,371;0,709602463172545;"LANDSAT_5";46,216805;44,33588;223;66;2008;2008-07-13;"NDVI TEI 567027-C"
0;4,425;2,946;3,302;0,676775447413748;"LANDSAT_5";50,025539;42,589348;223;66;2008;2008-07-29;"NDVI TEI 567027-C"
0;4,581;3,112;3,362;0,642839774389723;"LANDSAT_5";55,256332;39,764706;223;66;2008;2008-08-14;"NDVI TEI 567027-C"
0;4,41;2,995;3,237;0,599337526468573;"LANDSAT_5";62,079342;36,257133;223;66;2008;2008-08-30;"NDVI TEI 567027-C"
3;4,615;2,894;3,595;0,562203222561313;"LANDSAT_5";70,832497;32,660637;223;66;2008;2008-09-15;"NDVI TEI 567027-C"
14;4,601;3,097;3,403;0,602560527461583;"LANDSAT_5";81,703415;29,716732;223;66;2008;2008-10-01;"NDVI TEI 567027-C"
14;5,521;4,047;3,756;0,763371785497349;"LANDSAT_5";53,66135;37,99107;223;66;2009;2009-04-27;"NDVI TEI 567027-C"
1;4,492;3,075;3,275;0,754960975146457;"LANDSAT_5";43,038746;44,182552;223;66;2009;2009-06-14;"NDVI TEI 567027-C"
1;4,729;3,342;3,346;0,728054854562302;"LANDSAT_5";43,883495;44,618412;223;66;2009;2009-06-30;"NDVI TEI 567027-C"
1;4,711;3,234;3,426;0,717136025315731;"LANDSAT_5";46,358135;43,772625;223;66;2009;2009-07-16;"NDVI TEI 567027-C"
0;4,53;3,176;3,23;0,694951091186624;"LANDSAT_5";50,274189;41,657818;223;66;2009;2009-08-01;"NDVI TEI 567027-C"
0;4,399;2,783;3,407;0,656549801945052;"LANDSAT_5";55,610542;38,501678;223;66;2009;2009-08-17;"NDVI TEI 567027-C"
0;4,25;2,975;3,035;0,642234685151853;"LANDSAT_5";62,643753;34,72403;223;66;2009;2009-09-02;"NDVI TEI 567027-C"
11;5,618;2,951;4,78;0,73380052476918;"LANDSAT_5";59,829746;35,419506;223;66;2010;2010-04-14;"NDVI TEI 567027-C"
1;4,761;3,451;3,28;0,47383210396909;"LANDSAT_5";42,528206;43,949295;223;66;2010;2010-06-17;"NDVI TEI 567027-C"
1;4,526;3,065;3,33;0,460264297493764;"LANDSAT_5";43,75808;44,219505;223;66;2010;2010-07-03;"NDVI TEI 567027-C"
1;4,644;3,319;3,248;0,253057575543694;"LANDSAT_5";63,92429;33,904865;223;66;2010;2010-09-05;"NDVI TEI 567027-C"
0;4,628;3,056;3,475;0,250988016679271;"LANDSAT_5";73,572205;30,285858;223;66;2010;2010-09-21;"NDVI TEI 567027-C"
14;4,671;3,124;3,472;0,311440276792308;"LANDSAT_5";85,451057;27,607624;223;66;2010;2010-10-07;"NDVI TEI 567027-C"
9;4,462;3,182;3,128;0,737165791439857;"LANDSAT_5";58,478355;36,012615;223;66;2011;2011-04-17;"NDVI TEI 567027-C"
0;4,802;3,53;3,256;0,686707082310879;"LANDSAT_5";43,212227;43,060139;223;66;2011;2011-06-04;"NDVI TEI 567027-C"
3;4,49;3,462;2,859;0,629599665165456;"LANDSAT_5";44,437866;44,374752;223;66;2011;2011-07-06;"NDVI TEI 567027-C"
